text,predicted class
"Είναι επίσης αποδεκτές οι τροπολογίες 18 και 24 , πρώτο μέρος , βάσει των οποίων το χρονικό διάστημα για την επανεξέταση των θεμάτων και προϊόντων , που είναι επιδεκτικά να προταθούν , περιορίζεται από τρία σε δύο χρόνια , με σκοπό τη βελτίωση της αποτελεσματικότητας του μέσου προώθησης .",3
"Στις 11 Μαρτίου η περιοχή του Ειρηνικού , και συγκεκριμένα η Ιαπωνία , συνταράχτηκε από έναν καταστροφικό σεισμό και ένα τσουνάμι .",3
"Ευελπιστώ ότι η απόφαση αυτή , η οποία διέπει επίσης τη διενέργεια κοινής ανάλυσης , θα βοηθήσει τόσο τις επιχειρήσεις όσο και τις χώρες που δραστηριοποιούνται στον τομέα της αλιείας , ανεξαρτήτως του μεγέθους τους .",3
Εάν επεξεργαζόμαστε αυτά τα απόβλητα απλώς θα ωφεληθούμε · δεν πρέπει καν να τα χαρακτηρίζουμε δαπάνες .,3
"Επομένως , επικροτούμε την πρωτοβουλία της Επιτροπής και , με τη συναίνεση της συναδέλφου εισηγήτριας , κ . Lochbihler , της στηρίζουμε πλήρως .",3
"Πρέπει να συμφωνήσουμε εκ των προτέρων επί των προτεραιοτήτων πολιτικής , καθώς και επί των χρηματοδοτικών μέσων , ούτως ώστε να μην χρειαστεί να προβούμε ενδεχομένως αργότερα σε προσαρμογές , σε περίπτωση που ανακαλύψουμε ότι δεν υπάρχουν επαρκή χρήματα σε ένα μέσο και προσπαθήσουμε να καλύψουμε κάποιες από τις προτεραιότητες με ανακατανομή των πόρων .",3
""" ψηφοφορία θα διεξαχθεί αύριο , Πέμπτη 21 Οκτωβρίου 2010 , στις 12.00 .",3
Όλοι φέρουμε ευθύνη για το γεγονός ότι δεν συμμερίζονται αυτήν την άποψη όλοι οι πολίτες της ΕΕ .,3
"Θα ήθελα να ευχαριστήσω ρητά τους συναδέλφους μου , τους σκιώδεις εισηγητές και , ασφαλώς , τον κ . Florenz , τον εισηγητή , για την εξαιρετική συνεργασία τους , χάρη στην οποία μπορέσαμε να υποβάλουμε ένα συνεκτικό κείμενο .",3
"Κατ  εμέ , δεν υπάρχει καμία απολύτως αμφιβολία ότι το Κοινοβούλιο πρέπει να έχει δικαίωμα εποπτείας και αρνησικυρίας επί της συνολικής δέσμης μέτρων για τη χρηματοδότηση της εξωτερικής συνεργασίας , η οποία συζητείται επί του παρόντος , μέσω των κατ  εξουσιοδότηση πράξεων .",3
Λυπούμαστε επίσης για τη μείωση της ανθρωπιστικής βοήθειας για τους πρόσφυγες .,3
""" κατάσταση των ανθρωπίνων δικαιωμάτων στη Βιρμανία αποτελεί ιδιαίτερο λόγο ανησυχίας .",3
"Με δυο λόγια , ένα ελλιπές αποτέλεσμα .",3
Οι προσδοκίες είναι αυξημένες .,3
"Ωστόσο , με την κατάργηση των αρμοδιοτήτων των εθνικών κοινοβουλίων δημιουργείται ένα δημοκρατικό κενό σε διάφορους βασικούς πολιτικούς τομείς στην Ευρωπαϊκή ? Ενωση .",3
"Εάν η νομισματική πτυχή έχει καθορισθεί σαφώς , απομένει να γίνει μία προσπάθεια για να χρησιμοποιηθεί πλήρως όλο το δυναμικό των διαδικασιών που προβλέπονται στο άρθρο 103 της συνθήκης που αφορά το συντονισμό των οικονομικών πολιτικών .",3
Οι εκπρόσωποι των εργαζομένων μας βρήκαν στη σουηδική σοσιαλδημοκρατική αντιπροσωπεία και ζήτησαν βοήθεια προκειμένου να διευκρινίσουν αν οι ενισχύσεις στο πλαίσιο της περιφερειακής πολιτικής της ΕΕ διευκολύνουν τη μεταφορά οικονομικών δραστηριοτήτων από το Norrkφping στη Σκωτία .,3
Αυτό το θέμα τέθηκε στο Συμβούλιο Βιομηχανίας της 24ης Απριλίου 1997 .,3
"Παρομοίως , τα δημοσιονομικά προβλήματα είναι μεγαλύτερα στη ζώνη του ευρώ παρά έξω από αυτήν .",3
"Σε όλους αυτούς τους τομείς , χρησιμοποιούμε τις προηγμένες τεχνολογίες στον τομέα της επικοινωνίας .",3
"Σχολιάζοντας την έκθεση , πιστεύω ότι η πολιτική που ακολουθούμε έναντι της Κίνας καλύπτει όλες τις πτυχές και χαρακτηρίζεται από ρεαλισμό .",3
Αυτό χρειάζονται οι χώρες αυτές .,3
"Αυτό δεν μπορούν να το πράξουν ούτε τα "" νωμένα Έθνη .",3
"Μια κοινή δήλωση προσφέρει σε όλους τους συμβαλλομένους περισσότερη ευχέρεια να ανταποκριθούν σε νέες εξελίξεις , και μπορεί να συμπληρωθεί με ξεχωριστές συμφωνίες με τις επιμέρους χώρες ASEAN .",3
