"Είδος.Τεκμηρίου"	"Θεματική"	"Διάλεκτος"	"Κοινωνιόλεκτος"	"Jargon"	"Ύφος"	"Ποικιλία"	"Ιστορική.Περίοδος"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"ναι"	"ναι"	"ναι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"ναι"	"ναι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	NA	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"ναι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"ναι"	"ναι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"τραγωδία"	"οχι"	"οχι"	"οχι"	"τραγικό"	"κνε"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"ναι"	"στοχαστικό"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"νομική"	"οχι"	"οχι"	"ναι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ρητορική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	NA	"αττική"	"οχι"	"οχι"	"λογοτεχνικό"	"προμεσαιωνική"	"ελληνιστική"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"οικονομία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"ναι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"ναι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"ναι"	"οχι"	"τραγικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"ναι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"κριτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"αττική"	"οχι"	"οχι"	"λογοτεχνικό"	"προμεσαιωνική"	"ελληνιστική"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"κριτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"ποίηση"	"οχι"	"ναι"	"οχι"	"κωμικό"	"δημοτική"	"νε"
"fragmentum"	NA	NA	NA	NA	NA	NA	NA
"χωρίο"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"τραγικό"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	NA	NA	NA	NA	NA	NA	NA
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"κριτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"κωμικό"	"δημοτική"	"νε"
"fragmentum"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"ναι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"κριτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"fragmentum"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεολογία"	"οχι"	"οχι"	"ναι"	"επίσημο"	"κνε"	"νε"
"fragmentum"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	"θεολογία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"τραγωδία"	"οχι"	"οχι"	"οχι"	"τραγικό"	"δημοτική"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"ποίηση"	"οχι"	"ναι"	"οχι"	"κωμικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	NA	"καθαρεύουσα"	"νε"
"fragmentum"	"οικονομία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"ναι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"τραγωδία"	"οχι"	"οχι"	"οχι"	"τραγικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"κωμωδία"	"οχι"	"ναι"	"οχι"	"κωμικό"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"χωρίο"	"κριτική"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"πατριωτικό"	"δημοτική"	"νε"
"fragmentum"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"κριτική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"δημοτική"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"αττική"	"οχι"	"οχι"	NA	"προμεσαιωνική"	"ελληνιστική"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"κωμωδία"	"οχι"	"ναι"	"οχι"	"κωμικό"	"δημοτική"	"νε"
"χωρίο"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"ναι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"κωμωδία"	"οχι"	"ναι"	"οχι"	"κωμικό"	"δημοτική"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"fragmentum"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"ναι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"
"fragmentum"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"ναι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"θεατρικό έργο"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
"fragmentum"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"καθαρεύουσα"	"νε"
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"
"χωρίο"	"λογοτεχνία"	"οχι"	"ναι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"
